店铺id,店铺名称,风格标签,店铺评分,月销量,配送费用（元）,配置起步价（元）,配送时长（分钟）,店铺地址
158061558,旋木烘焙杯子蛋糕(海岸城店),蛋糕,4.9,40,0,148,38,深圳市南山区粤海街道文心五路33号海岸城广场第207号负一层018铺
154514346,喜酒便利店(南山店),便利店,4.9,398,8,35,48,深圳市南山区粤海街道建南路5号南油A区18栋102
156750360,尚之果甘草水果（南山店）,水果,5,95,6,20,40,深圳市南山区南头街道桃园路223号大新实业股份有限公司门前3号铺
162042381,去咖啡（桂庙店）,咖啡,5,78,0,20,42,深圳市南山区粤海街道桂庙新村28栋-1号
146936623,阳光便利店,便利店,4.7,67,5,35,41,深圳市南山区南山街道向南西村大板桥巷10—2号
161453454,爱颂客蛋糕坊(南山店),蛋糕,4.8,96,0,20,37,广东省深圳市南山区南山街道桂庙路向南东村5号A102号铺
161871287,水果忍者(学府店),水果,5,142,9,20,36,深圳市南山区南山街道桂庙路口向南东村9栋102号商铺
157996049,美姬鲜炖燕窝(桃园店),甜品,5,49,0,20,35,深圳市南山区南头街道常兴时代广场西座9F
157869903,致美鲜果,水果,5,71,5,39,32,深圳市南山区南山街道南园村正街14号
160204568,惊喜花坊（南山店）,鲜花,4.4,3,0,20,0,成都市青羊区培风横街259号2栋8号
161003244,欧陆情烘培艺术蛋糕,蛋糕,4.4,2,5,20,0,深圳市南山区沙河街道沙河街71号401
159389197,西芋工坊鲜果捞,水果,3.5,154,5,20,40,深圳市南山区南山街道南光村83栋110室
157488370,浅草时光,鲜花,5,1,20,20,0,深圳市南山区桃源街道龙井村2栋 1-2铺
159286987,南山枫叶花艺坊(南园店),鲜花,0,1,10,100,0,深圳市南山区南山街道南山大道1041-114号
157003015,猪多多（深圳2店）,甜品,5,1,0,0,0,深圳市龙华新区民治街道民强社区樟坑商业中心百易广场A栋L2-002
157169609,冰之优作雪域慕斯蛋糕(福田店),蛋糕,5,129,0,5,39,深圳市福田区梅林街道龙尾路大众公寓1栋一层18-10号房
151652579,阑花坊鲜花,鲜花,5,56,0,0,37,深圳市福田区华富街道花卉世界新市场E5
155951816,欧贝尔蛋糕店(深圳店),蛋糕,5,157,0,0,38,深圳市南山区桃源街道新屋村37号
155903761,花弄语(福田店),鲜花,4.4,19,10,29,0,深圳市福田区红荔路4018号花卉世界E14号
156132969,百分蛋糕（民田路店）,蛋糕,4.4,28,0,0,0,深圳市龙华新区民治街道民福楼B栋（首层B05号铺（民田路））
150985749,尚品花艺（青年店）,鲜花,5,1,0,0,0,深圳市宝安区石岩街道青年西路1号1-3
159432668,唯漫鲜花(深圳店),鲜花,3.5,30,0,0,0,深圳市福田区车公庙深南大道6019号金润大厦一楼大厅11号
150148601,花点时间（四川站店）,鲜花,0,1,0,0,0,北京市朝阳区北苑路169号1幢2层209室
857510,紫藤花艺坊鲜花蛋糕 深圳店,鲜花,0,3,0,0,0,厦门莲花北路蓉方里7号2室(莲花二村公交站旁)
1837556,旋木烘焙杯子蛋糕（皇庭广场店）,蛋糕,5,53,0,148,0,深圳市福田区福田街道福华三路118号皇庭国商购物广场B1层—2号商铺
161603826,花鲜生(香蜜湖店),鲜花,4,9,0,0,0,深圳市福田区香蜜湖街道香蜜湖农科花卉市场大棚区26号
1785642,欣悦花店,鲜花,5,4,0,0,0,深圳市龙岗区龙岗街道龙翔大道9002号105
161654002,全诚花递(花之都鲜花店),鲜花,0,5,0,0,0,深圳市龙华新区民治街道沙元埔村4栋1楼
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
155679195,鲜花坊(早安弯之畔花坊店),鲜花,0,1,0,0,0,深圳市宝安区新安街道前进一路174号
1232034,天安花卉中心,鲜花,4.4,59,15,280,38,深圳市福田区沙头街道泰安五路天安数码城派出所旁
156065940,沐春风花坊,鲜花,0,3,0,0,0,深圳市福田区福田街道福华一路大中华国际广场裙楼1008号
858341,花见花开花店 ,鲜花,4.5,45,0,0,44,深圳市福田区福民路2号皇庭居一楼2-3
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
502778,花丛灵蜂产品商店,大型超市,4.4,7,0,60,0,深圳市福田区下梅林农产品批发交易大厅第二层干货区9街2156号
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
1053043,香巴拉鲜花(深圳),鲜花,4.4,4,0,0,0,深圳市龙华新区民治街道锦绣江南一期A -219号铺
853137,说声我爱你520深圳鲜花蛋糕配送店 ,鲜花,5,7,0,0,0,新洲路1号
156042899,爱久久(晨曦花店),鲜花,4.4,1,0,0,0,深圳市龙岗区坂田街道五和社区光雅园八巷17号1楼
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
1785642,欣悦花店,鲜花,5,4,0,0,0,深圳市龙岗区龙岗街道龙翔大道9002号105
150148601,花点时间（四川站店）,鲜花,0,1,0,0,0,北京市朝阳区北苑路169号1幢2层209室
150042811,聚缘花艺（福田店）,鲜花,5,5,58,188,0,深圳市福田区沙头街道天安数码城久泰公寓1楼商铺208
857510,紫藤花艺坊鲜花蛋糕 深圳店,鲜花,0,3,0,0,0,厦门莲花北路蓉方里7号2室(莲花二村公交站旁)
1321538,馨语花艺（深圳店）,鲜花,5,24,0,0,51,深圳市宝安区新安街道建安一路1栋104
487800,太阳雨花坊(新园路店),鲜花,5,81,0,0,38,深圳市罗湖区东门街道新园路85号商铺
1230554,蛋糕花语烘焙坊,蛋糕,4.4,8,0,20,0,深圳市龙华新区民治街道梅林关民乐新村114栋103铺
161654002,全诚花递(花之都鲜花店),鲜花,0,5,0,0,0,深圳市龙华新区民治街道沙元埔村4栋1楼
159286921,蝶恋花品牌鲜花馆（梅华店）,鲜花,5,2,0,0,0,深圳市福田区福华三路星河国际花城裙楼二楼5101
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
150007863,花西拾鲜花（格格店）,鲜花,5,1,0,0,0,深圳市宝安区沙井街道沙头二路54号
804923,绿韵花艺,鲜花,4.4,4,0,0,0,深圳市盐田区大梅沙艺海路5号商铺
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
911817,钟情鲜花,鲜花,5,37,0,0,0,深圳市罗湖区莲塘街道国威路192号16栋601
156065940,沐春风花坊,鲜花,0,3,0,0,0,深圳市福田区福田街道福华一路大中华国际广场裙楼1008号
161275759,豆蔻鲜花店,鲜花,5,27,5,20,38,深圳市龙华新区民治街道民治大道东边新村A区20栋101
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
1057863,天之美鲜花（田贝四路店）,鲜花,5,12,0,0,0,田贝四路万山珠宝园
1805718,麦香茶园,蛋糕,5,3,10,200,0,深圳市龙岗区坂田街道五和社区光雅园步行街8号
906757,花精灵鲜花店（深圳罗湖店）,鲜花,4.4,5,0,0,0,笋岗东路68号
156042899,爱久久(晨曦花店),鲜花,4.4,1,0,0,0,深圳市龙岗区坂田街道五和社区光雅园八巷17号1楼
487800,太阳雨花坊(新园路店),鲜花,5,81,0,0,38,深圳市罗湖区东门街道新园路85号商铺
159432668,唯漫鲜花(深圳店),鲜花,3.5,30,0,0,0,深圳市福田区车公庙深南大道6019号金润大厦一楼大厅11号
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
156949995,大自然花艺,鲜花,4.4,1,0,0,0,深圳市福田区福田街道福虹路华强花园裙楼C座103-2A
150025337,清泉坊桶装水,大型超市,4.4,9,2,15,0,深圳市宝安区石岩街道香象路香象工业园宿舍1栋1楼103
161076588,舞花草(新钰阁店),鲜花,5,3,0,0,0,上海市青浦区南巷路1号1层D区196室
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
157870119,可寻花艺,鲜花,5,1,25,0,0,深圳市龙华区龙华街道公园路328号
162215202,西递易烘焙工作室,蛋糕,0,0,30,200,0,深圳市罗湖区南湖街道东门南路金龙大厦701
676936,万佳鲜花（深圳店）,鲜花,5,4,0,0,0,深圳市福田区梅华路上梅林街市10号门店
1321538,馨语花艺（深圳店）,鲜花,5,24,0,0,51,深圳市宝安区新安街道建安一路1栋104
1309749,朵朵花艺鲜花店,鲜花,4.8,75,0,0,37,深圳市宝安区新安街道新安四路269号
146949798,香雪花艺,鲜花,5,15,0,0,39,深圳市宝安区新安街道创业二路7号102-2号商铺
914683,朵尔花店（景田店）,鲜花,4.4,4,10,38,0,福田区莲花路缔梦园雅梦轩商铺108-3
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
155750280,幸福驿站花坊,鲜花,0,1,0,0,0,深圳市罗湖区莲塘街道梧桐山新居二期2栋203
156389388,深圳市龙岗区峰之欢桶装水店,水站,5,5,1,20,0,深圳市龙岗区布吉街道三联社区松园上村1巷7号101
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
156516208,爱花居(建设东路店),鲜花,5,56,0,0,36,深圳市龙华新区龙华街道丹枫雅苑106铺
629795,妮依然品牌鲜花店(深圳店),鲜花,4.4,3,0,0,0,青岛市市北区温州路7号4层6户
157737748,爱维尔蛋糕店,蛋糕,5,5,0,20,0,深圳市罗湖区桂园街道红桂路红桂二街20号101
1309749,朵朵花艺鲜花店,鲜花,4.8,75,0,0,37,深圳市宝安区新安街道新安四路269号
1805718,麦香茶园,蛋糕,5,3,10,200,0,深圳市龙岗区坂田街道五和社区光雅园步行街8号
157870119,可寻花艺,鲜花,5,1,25,0,0,深圳市龙华区龙华街道公园路328号
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
161076588,舞花草(新钰阁店),鲜花,5,3,0,0,0,上海市青浦区南巷路1号1层D区196室
676936,万佳鲜花（深圳店）,鲜花,5,4,0,0,0,深圳市福田区梅华路上梅林街市10号门店
1232034,天安花卉中心,鲜花,4.4,59,15,280,38,深圳市福田区沙头街道泰安五路天安数码城派出所旁
906757,花精灵鲜花店（深圳罗湖店）,鲜花,4.4,5,0,0,0,笋岗东路68号
141674596,洋河蓝色金典酒荟,大型超市,5,7,1,200,49,深圳市龙华新区龙华街道油松第二住宅小区1栋1楼101
159185254,点点香蛋糕店,蛋糕,5,64,0,0,0,深圳市龙华区民治街道民福路向南新村向南一区40栋102号铺
1221658,澳之华红酒,名酒坊,5,20,8,138,0,深圳市宝安区新安街道中心区宝安大道西南侧花样年花郡115
2354568,维纳斯鲜花(深圳福田1店),鲜花,4.4,4,0,0,0,深圳市宝安新区新安街道幸福海岸一期4栋12D
157511052,妍露滋燕窝,奶茶果汁,4.4,1,0,0,49,深圳市福田区园岭街道八卦岭工业区厂房第525栋502室
153021496,唯瑞婚典花艺,水果,5,16,10,20,40,深圳市福田区福保街道福民路众孚新村183号商铺
157207806,花情缘花艺,鲜花,5,35,0,0,50,深圳市宝安区西乡街道华侨新村西堤三巷1号104室
787872,聚缘花艺,鲜花,5,5,588,188,51,广东省深圳市罗湖区红桂路嘉福苑1037号 天元大厦旁
160177222,恋上蛋糕坊,蛋糕,0,1,0,20,0,深圳市宝安区西乡街道河西二坊94号108铺
161304528,新机冷压果汁(深圳店),奶茶果汁,5,4,10,60,0,深圳市龙华新区龙华办事处清湖社区雪岗北路308号凤天创新科技产业园415
156765997,尚希蛋糕鲜花(深圳店),鲜花,4.4,1,0,0,0,深圳市龙岗区坂田街道大发埔社区长发西路13号-1
160239440,久唯一鲜花,鲜花,4.7,45,0,0,0,深圳市福田区梅林街道上梅林新村61号102
150147070,锅外有锅火锅（五和店）,麻辣烫,4.3,60,40,0,40,深圳市龙岗区坂田街道五和路五巷6号105商铺
156901004,稻田里刺身寿司店,日韩料理,5,25,18,260,0,深圳市福田区福田街道福田南路皇御苑皇御商城1045铺
159433195,蛋糕心语(松岗店),蛋糕,5,19,0,0,0,深圳市宝安区松岗街道红星社区格布统建楼3栋21层2115号
158179412,禾膳屋日本料理,日韩料理,5,58,16,99,37,深圳市宝安区新安街道兴华西路天健时尚空间名苑1235
161452051,味秀超级锅,火锅烤鱼,3.5,41,25,90,0,深圳市福田区莲花街道红荔路与景田路交界西南金色假日名苑201-B
152159014,BFLOWER绽放花期,鲜花,4,13,10,0,52,深圳市罗湖区东门街道翠园路华隆园C-1801
152347574,忆洛塔蛋糕店,蛋糕,4.6,20,0,0,48,深圳市龙岗区龙岗街道龙东社区三和村东三巷3号
157098942,研馨花艺,鲜花,4.4,9,0,0,0,深圳市龙华区龙华街道富联二区204栋4号铺
161342082,花喜花店（南园店）,鲜花,4.1,32,15,100,40,深圳市福田区南园街道南园路94号培训中心大楼一楼门店之一D
156775013,点点香蛋糕店(梅林店),蛋糕,4.4,25,0,0,0,深圳市福田区梅林街道锦林新居10栋5号铺
850781,爱你花店 麻布村,鲜花,4.5,1,0,100,0,深圳市宝安区西乡街道麻布村轻铁花园3巷11号
157131270,巴黎塔蛋糕店,蛋糕,3.5,11,0,0,49,深圳市龙华区民治街道民治大道向南三区五栋103号
871323,深圳花桥鲜花店 ,鲜花,4.7,18,25,0,50,宝安南路西湖花园停车场边上,清庆新村24栋104
156807926,米莱鲜花店,鲜花,5,77,0,0,39,深圳市龙华区龙华街道集瑞楼二期B栋105
161801405,绿韵花田(迎福路店),鲜花,0,0,0,0,0,深圳市光明新区公明街道迎福路48号
1056094,怡硕香蛋糕坊,蛋糕,5,47,0,20,0,深圳市罗湖区桂园街道红桂横街8号
161657945,Hana蛋糕,蛋糕,4.4,12,20,198,0,深圳市福田区香蜜湖街道建业三街竹园小区31栋一楼105
145438390,零下九度蛋糕坊,蛋糕,5,10,0,0,0,深圳市龙华新区大浪街道谭罗华侨新村三区58栋-102号
156530486,甜蜜花坊,鲜花,5,41,0,0,37,深圳市龙华新区龙华街道东环一路集瑞住宅楼B栋B2-105
1527392,花开时节花艺馆,鲜花,5,1,0,0,0,深圳市宝安区新安街道宝源南路203-85深业新岸线11-01
161597118,君子兰(宝安店),鲜花,5,4,0,0,0,深圳市宝安区西乡街道盐田社区盐田新三村上三排  11102
159213144,花现生活花店,鲜花,0,0,18,40,49,深圳市宝安区新安街道71区城管宿舍106号铺位
157857315,麦香园烘焙坊(深圳龙岗区店),蛋糕,5,19,0,0,0,深圳市龙岗区龙岗街道龙东社区兴东大街43-1号
2128276,甜蜜5°C(上沙店),地方小吃,4.7,821,30,0,49,深圳市福田区沙头街道上沙龙秋村八巷10号
156157092,三昧真火烧烤(玫瑰园店),小龙虾,4.8,267,38,78,37,深圳市南山区南山街道月亮湾大道中海阳光玫瑰园4栋102号铺位
151681266,鱼旨日料(刺身寿司),其他菜系,4.7,286,18,168,48,深圳市福田区沙头街道新洲七街新景绿苑一栋一楼26号
1082915,唯唯外带寿司,日韩料理,5,100,48,320,45,深圳市福田区沙头街道上沙塘晏村7巷11号102
2080298,我爱烧烤,烧烤,5,129,40,88,36,深圳市福田区沙头街道沙尾东村273-1号铺
1160341,顺品甜品店,甜品,4.6,56,18,90,35,西丽同沙路莺新花园6一7商铺顺品甜品店
150136350,贴心花坊鲜花店,鲜花,4.4,220,0,0,56,深圳市宝安区西乡街道宝安大道4002-62号碧海名园93号商铺
161619653,ZKC新真烤串烧烤,盖浇饭,4.6,132,38,168,45,深圳市南山区沙河街道深云村商场综合楼1号楼2层101号26B铺
1427936,筑地刺身寿司专营店(新洲店),其他菜系,5,198,18,268,43,深圳市福田区沙头街道新洲中心村一街61栋101
731300,91小龙虾（南山店）,小龙虾,5,42,30,188,50,深圳市南山区蛇口街道海昌街康乐路101
1533412,聚箸(坪洲店),川湘菜,4.7,475,0,20,49,深圳市宝安区西乡街道渔业市场B栋101-103号
161460497,多乐时光(深圳店),蛋糕,5,79,0,0,37,深圳市罗湖区太白路松泉公寓16栋118号
160250303,江竹寿司日本料理,日韩料理,4.6,87,30,268,40,深圳市福田区华富街道振华路田面新村15栋104铺
157817835,牛郎潮汕火锅(梅林店),盖浇饭,5,61,25,0,50,深圳市福田区梅林街道上梅林新村2B栋101店铺
152348585,哈哈镜(新安店),鸭脖卤味,5,44,15,168,0,深圳市宝安区新安街道73区8号楼107
157796410,ZKC真烤串烧烤店,其他菜系,4,60,35,168,51,深圳市罗湖区桂园街道解放路红围街公寓1栋2号商铺
156636879,虾小二小龙虾,小龙虾,4.4,73,49,196,35,深圳市宝安区西乡街道盐田新一村7巷2-2号
161233867,聚箸(车公庙店),川湘菜,4.6,361,5,20,47,深圳市福田区沙头街道车公庙中联大厦一楼附6-2号
2257731,万佳百货,大型超市,4.3,119,0,98,49,深圳市坪山新区坪山街道金牛西路豪方园菁园C座一层C113-C118
527170,龙记潮汕食品,地方小吃,5,19,15,80,0,深圳市福田区下梅林农产品批发市场交易大厅第二层滋补区五街2079
1443784,茶道老街店,盖浇饭,3.5,111,70,200,49,深圳市宝安区石岩街道龙腾社区老街一区4号
152914184,爱花居,鲜花,4.4,7,0,30,50,深圳市南山区招商街道太子路85号
156764543,四季燕鲍翅,甜品,5,25,20,300,0,深圳市福田区南园街道东园路106-1
158054746,杉菜家韩国料理韩国炸鸡(华强店),炸鸡炸串,4.2,140,4.5,0,39,广东省深圳市福田区深圳市福田区华强北街道华强北振中路桑达小区106栋111号-1
156997904,OCEAN CABIN环球食材,肉禽蛋品,5,48,20,20,50,深圳市南山区蛇口街道蛇口海昌街47-49号
161864186,四季甜心蛋糕坊(坪洲店),蛋糕,5,14,10,128,38,深圳市宝安区坪洲麻布新村6巷8-9号102号商铺
147105862,gogosushi外卖寿司,日韩料理,5,156,20,150,55,深圳市福田区华强北街道华强北路赛格科技园6号楼二层
160278828,锅外有锅火锅(罗湖店),麻辣烫,5,57,40,0,38,深圳市罗湖区桂园街道宝安南路蔡屋围七坊35栋101
161265954,爱尚幸福西饼店,蛋糕,4.9,164,0,68,47,深圳市龙岗区布吉街道南三社区布吉新村四区19栋104铺
159287421,遇见鲜花蛋糕坊(西乡店),蛋糕,5,48,0,98,37,深圳市宝安区西乡街道乐群新乐村五巷4号一楼102号铺
159221792,大唐四喜寿司（宝安店）,日韩料理,5,311,15,158,38,深圳市宝安区新安街道46区怡华新村3号楼101铺
161601538,可可莉克Bakery,蛋糕,0,4,0,20,0,深圳市福田区园岭街道八卦一路鹏盛村10栋1层101号铺
157202671,爱尔Cake蛋糕(宝安店),蛋糕,5,19,0,0,0,深圳市光明新区公明街道楼村社区8巷8号
156817633,虾大大麻辣海鲜,小龙虾,5,50,28,128,36,深圳市宝安区西乡街道76区3巷9号101号商铺
2326979,本味零食,大型超市,4,22,10,0,37,深圳市坪山新区坪山坪环社区牛角龙新区7-8号201
161122422,虾童记小龙虾麻辣海鲜夜宵,小龙虾,5,28,38,229,0,深圳市宝安区新安街道水口花园东八巷5号一楼
157203295,美时每客蛋糕(民治店),蛋糕,5,52,0,85,0,深圳市龙华新区民治街道新区大道东侧万科金城华府一期1-8栋223
153148259,HOPE手感烘焙（新洲店）,休闲零食,0,1,10,100,0,深圳市福田区沙头街道新洲祠堂村126栋一楼B1铺
161221623,乾矿老火锅(梅林店),粤菜,5,25,20,128,0,深圳市福田区梅林街道北环路六层综合楼1栋(满京华商业大厦)101室
161294860,宜家花卉(深圳店),鲜花,5,8,0,0,0,深圳市福田区园岭街道八卦岭工业区522栋一层北A2单位
153598715,御花轩花店,鲜花,5,31,0,0,38,东莞市高埗镇高埗南联村3区033号一楼
144800976,那年花开,鲜花,5,10,5,20,50,深圳市龙华区龙华街道共和新村13栋一楼101
2163893,Pick Studio精品超市（华侨城店）,奶站,4.9,146,12,129,35,深圳市前海深港合作区前湾一路1号A栋201室
1803480,安琪饼屋蛋糕店(罗湖店),蛋糕,5,50,0,0,37,深圳市罗湖区东晓街道金稻田路绿茵庭苑B栋0109
161287511,澳大利亚仕奔达酒业有限公司,名酒坊,0,0,5,20,0,深圳市宝安区西乡街道固戍勤辉路六号A栋4楼
155303035,酒家世界名酒,名酒坊,4.6,41,58,358,0,深圳市龙岗区坂田街道雅园路坂田创意园Y1栋103
161504492,幸福甜甜蛋糕店,甜品,4.9,48,0,0,0,深圳市福田区福田街道福强路水围新村240栋104铺
156019745,麦吉尔蛋糕,蛋糕,4.8,321,0,0,39,深圳市罗湖区笋岗街道宝岗路90号笋岗村165-3号铺
156515540,向阳鲜花（龙岗天安数码城店）,鲜花,4.4,17,30,100,49,深圳市龙岗区龙城街道中心城特发龙飞工业园B1栋103号
156974282,花玲珑,鲜花,4.4,1,5,20,0,深圳市龙岗区龙岗街道南联社区银珠路29号
1545613,香麦鲜蛋糕连锁,蛋糕,4.1,55,0,0,34,深圳市宝安区石岩街道塘头又一村134号
157638507,红火火烤鸡,其他菜系,4.7,65,18.1,68,50,深圳市宝安区西乡街道永丰社区6区114栋4号铺
156741397,主流烘焙,蛋糕,5,43,10,100,0,深圳市福田区沙头街道沙尾东村80-2
157232899,可居茶店,茶行,0,0,0,45,0,深圳市罗湖区东晓街道布吉路丰湖大厦裙楼第二层2136号铺
1312356,安琪饼屋蛋糕店（翠竹店）,蛋糕,4.7,101,0,0,46,深圳市罗湖区黄贝街道华丽路22栋2050号
144236075,怡品香蛋糕店,蛋糕,4.8,145,0,20,50,深圳市宝安区西乡街道永丰社区西区67号
161656650,悠悠鲜花,鲜花,4.7,48,5,20,38,深圳市福田区梅林街道上梅林新村61号102
161894056,老行家燕窝(坂田店),滋补保健,0,0,10,0,0,深圳市龙岗区坂田街道美禾大厦102
156950126,花心语鲜花店,鲜花,4.7,42,0,0,32,深圳市龙岗区龙城街道爱联新屯围肚南2巷4号
448348,大鑫燕窝炖品,甜品,5,89,0,49,46,深圳市福田区梅林街道福田农产品批发市场交易大厅第2层滋补区五街2075号
144060404,七里香蛋糕,蛋糕,4.3,88,0,20,39,深圳市龙岗区街道黄君山十二巷2号102铺
160562934,有钳途小龙虾大闸蟹,小龙虾,5,29,15,120,0,深圳市福田区沙头街道沙嘴路沙嘴村三坊44号103
370543,提拉米苏烘焙工坊,蛋糕,4.4,36,0,0,0,龙华新区龙华街道建设路北侧优品建筑10栋（1）9
153235024,秘制家麻辣小火锅(春风店),小龙虾,5,2,50,300,0,深圳市罗湖区南湖街道春风路长丰苑主楼一楼2023号
161631865,大鑫燕窝炖品,甜品,5,63,20,49,80,深圳市福田区梅林街道梅东二路半山御景华庭1层13-4号
156044970,尚雅蛋糕,蛋糕,5,16,0,0,45,深圳市宝安区航城街道钟屋沙边二巷9号104
157188447,半点时光,蛋糕,4.4,232,0,20,52,深圳市宝安区西乡街道永丰社区四区67号101
161247665,御品坊蛋糕,蛋糕,5,3,0,0,44,广州市番禺区市桥街德厚大街2巷5号802地下7号车库
1804472,安琪饼屋蛋糕店(布吉店),蛋糕,5,52,0,0,38,深圳市龙岗区布吉街道吉星花园1栋104房
2242699,味秀超级锅,火锅烤鱼,5,44,12,90,36,深圳市罗湖区桂园街道红岭中路23号五层办公室101-102,201-210,104物业之第A06号A区及第二层A区
161173833,甜言物语零食屋,休闲零食,3.5,27,7,0,0,东莞市万江街道万江社区万龙路133号
145396165,HOPE主流烘焙（沙尾店）,休闲零食,5,1,10,100,0,深圳市福田区沙头街道沙尾东村80-2
146350345,一品大虾(宝安店),小龙虾,3.5,38,39,179,45,深圳市宝安区西乡街道石街新村五巷6号104一楼
157803340,美忆蛋糕,蛋糕,5,46,0,0,47,深圳市宝安区西乡街道固戍下围园二巷5号5-7
2292241,佰泽威进口食品超市(梅林店),大型超市,3.5,60,10,0,46,深圳市福田区梅林街道泰科路4号安通工业大厦3楼301
161641142,旋木烘焙杯子蛋糕(欢乐海岸店),甜品,5,15,0,148,0,深圳市南山区沙河街道白石路东8号欢乐海岸购物中心G层027A
159236710,米斯麦烘焙坊,蛋糕,5,18,0,0,48,深圳市南山区西丽街道白芒村南187栋首层104号
1469242,香麦鲜蛋糕坊,蛋糕,4.4,7,0,0,0,宝安裕安二路223号
160260811,顿康小火锅外卖,火锅烤鱼,4.5,98,59,200,48,深圳市罗湖区笋岗街道宝岗路3号华南布艺市场一楼19号
161236416,爱德斯蛋糕,蛋糕,5,61,0,20,38,深圳市罗湖区莲塘街道莲塘路莲塘村六巷35-3号铺
156058913,大拇指蛋糕店,蛋糕,4.8,53,0,20,0,深圳市罗湖区桂园街道解放路红围街11号
161867017,云兴水业辅城坳饮用桶装水店,水站,4.5,17,0,30,29,深圳市龙岗区平湖街道辅城坳社区辅岐路222号
490730,品味蛋糕坊,蛋糕,5,65,0,0,50,深圳市龙岗区坂田街道和磡路92号耕耘商务楼107铺
1252621,centralcake中央甜点,蛋糕,4.8,63,40,150,36,深圳市福田区福田街道彩田路彩福大厦D座嘉福阁23G2
161899676,罗曼蒂克花艺,鲜花,5,7,0,0,37,深圳市罗湖区桂园街道红桂横街16好105A
1035627,麦琪西饼蛋糕店,蛋糕,5,40,0,0,37,深圳市龙岗区坂田街道光雅园一巷17号
156750886,虾老大,小龙虾,5,20,45,189,0,深圳市宝安区西乡街道盐田新一村19号
157074591,红鑫园花卉,鲜花,4.4,82,0,0,50,深圳市龙华区龙华街道龙园社区公园路368-370号铺
154891510,爱团爱主题情趣店（深圳店）,成人用品,3.5,42,0,0,38,深圳市福田区皇岗吉龙一村88栋102号
937564,小龙虾大闸蟹,肉禽蛋品,4.1,79,40,200,46,深圳市福田区沙头街道下沙村八坊1-3
302714,万佳旺快餐,简餐,4.7,210,6,98,47,深圳市宝安区新安街道办翻身大道东侧（43区）综合楼一栋一层304号
